0	0	1
1	1	1
2	2	1
3	3	1
4	4	1
5	5	1
6	6	1
7	7	1
8	8	1
9	9	1
0	10	0.5
10	10	1
0	11	0.5
10	11	0.5
11	11	1
0	12	0.5
10	12	0.25
11	12	0.25
12	12	1
0	13	0.5
10	13	0.25
11	13	0.25
12	13	0.5
13	13	1
0	14	0.5
10	14	0.25
11	14	0.25
12	14	0.25
13	14	0.25
14	14	1
0	15	0.5
10	15	0.25
11	15	0.25
12	15	0.25
13	15	0.25
14	15	0.5
15	15	1
0	16	0.5
10	16	0.25
11	16	0.25
12	16	0.25
13	16	0.25
14	16	0.25
15	16	0.25
16	16	1
0	17	0.5
10	17	0.25
11	17	0.25
12	17	0.25
13	17	0.25
14	17	0.25
15	17	0.25
16	17	0.5
17	17	1
0	18	0.5
10	18	0.25
11	18	0.25
12	18	0.25
13	18	0.25
14	18	0.25
15	18	0.25
16	18	0.25
17	18	0.25
18	18	1
0	19	0.5
10	19	0.25
11	19	0.25
12	19	0.25
13	19	0.25
14	19	0.25
15	19	0.25
16	19	0.25
17	19	0.25
18	19	0.5
19	19	1
1	20	0.5
20	20	1
1	21	0.5
20	21	0.5
21	21	1
1	22	0.5
20	22	0.25
21	22	0.25
22	22	1
1	23	0.5
20	23	0.25
21	23	0.25
22	23	0.5
23	23	1
1	24	0.5
20	24	0.25
21	24	0.25
22	24	0.25
23	24	0.25
24	24	1
1	25	0.5
20	25	0.25
21	25	0.25
22	25	0.25
23	25	0.25
24	25	0.5
25	25	1
1	26	0.5
20	26	0.25
21	26	0.25
22	26	0.25
23	26	0.25
24	26	0.25
25	26	0.25
26	26	1
1	27	0.5
20	27	0.25
21	27	0.25
22	27	0.25
23	27	0.25
24	27	0.25
25	27	0.25
26	27	0.5
27	27	1
1	28	0.5
20	28	0.25
21	28	0.25
22	28	0.25
23	28	0.25
24	28	0.25
25	28	0.25
26	28	0.25
27	28	0.25
28	28	1
1	29	0.5
20	29	0.25
21	29	0.25
22	29	0.25
23	29	0.25
24	29	0.25
25	29	0.25
26	29	0.25
27	29	0.25
28	29	0.5
29	29	1
2	30	0.5
30	30	1
2	31	0.5
30	31	0.5
31	31	1
2	32	0.5
30	32	0.25
31	32	0.25
32	32	1
2	33	0.5
30	33	0.25
31	33	0.25
32	33	0.5
33	33	1
2	34	0.5
30	34	0.25
31	34	0.25
32	34	0.25
33	34	0.25
34	34	1
2	35	0.5
30	35	0.25
31	35	0.25
32	35	0.25
33	35	0.25
34	35	0.5
35	35	1
2	36	0.5
30	36	0.25
31	36	0.25
32	36	0.25
33	36	0.25
34	36	0.25
35	36	0.25
36	36	1
2	37	0.5
30	37	0.25
31	37	0.25
32	37	0.25
33	37	0.25
34	37	0.25
35	37	0.25
36	37	0.5
37	37	1
2	38	0.5
30	38	0.25
31	38	0.25
32	38	0.25
33	38	0.25
34	38	0.25
35	38	0.25
36	38	0.25
37	38	0.25
38	38	1
2	39	0.5
30	39	0.25
31	39	0.25
32	39	0.25
33	39	0.25
34	39	0.25
35	39	0.25
36	39	0.25
37	39	0.25
38	39	0.5
39	39	1
3	40	0.5
40	40	1
3	41	0.5
40	41	0.5
41	41	1
3	42	0.5
40	42	0.25
41	42	0.25
42	42	1
3	43	0.5
40	43	0.25
41	43	0.25
42	43	0.5
43	43	1
3	44	0.5
40	44	0.25
41	44	0.25
42	44	0.25
43	44	0.25
44	44	1
3	45	0.5
40	45	0.25
41	45	0.25
42	45	0.25
43	45	0.25
44	45	0.5
45	45	1
3	46	0.5
40	46	0.25
41	46	0.25
42	46	0.25
43	46	0.25
44	46	0.25
45	46	0.25
46	46	1
3	47	0.5
40	47	0.25
41	47	0.25
42	47	0.25
43	47	0.25
44	47	0.25
45	47	0.25
46	47	0.5
47	47	1
3	48	0.5
40	48	0.25
41	48	0.25
42	48	0.25
43	48	0.25
44	48	0.25
45	48	0.25
46	48	0.25
47	48	0.25
48	48	1
3	49	0.5
40	49	0.25
41	49	0.25
42	49	0.25
43	49	0.25
44	49	0.25
45	49	0.25
46	49	0.25
47	49	0.25
48	49	0.5
49	49	1
4	50	0.5
50	50	1
4	51	0.5
50	51	0.5
51	51	1
4	52	0.5
50	52	0.25
51	52	0.25
52	52	1
4	53	0.5
50	53	0.25
51	53	0.25
52	53	0.5
53	53	1
4	54	0.5
50	54	0.25
51	54	0.25
52	54	0.25
53	54	0.25
54	54	1
4	55	0.5
50	55	0.25
51	55	0.25
52	55	0.25
53	55	0.25
54	55	0.5
55	55	1
4	56	0.5
50	56	0.25
51	56	0.25
52	56	0.25
53	56	0.25
54	56	0.25
55	56	0.25
56	56	1
4	57	0.5
50	57	0.25
51	57	0.25
52	57	0.25
53	57	0.25
54	57	0.25
55	57	0.25
56	57	0.5
57	57	1
4	58	0.5
50	58	0.25
51	58	0.25
52	58	0.25
53	58	0.25
54	58	0.25
55	58	0.25
56	58	0.25
57	58	0.25
58	58	1
4	59	0.5
50	59	0.25
51	59	0.25
52	59	0.25
53	59	0.25
54	59	0.25
55	59	0.25
56	59	0.25
57	59	0.25
58	59	0.5
59	59	1
5	60	0.5
60	60	1
5	61	0.5
60	61	0.5
61	61	1
5	62	0.5
60	62	0.25
61	62	0.25
62	62	1
5	63	0.5
60	63	0.25
61	63	0.25
62	63	0.5
63	63	1
5	64	0.5
60	64	0.25
61	64	0.25
62	64	0.25
63	64	0.25
64	64	1
5	65	0.5
60	65	0.25
61	65	0.25
62	65	0.25
63	65	0.25
64	65	0.5
65	65	1
5	66	0.5
60	66	0.25
61	66	0.25
62	66	0.25
63	66	0.25
64	66	0.25
65	66	0.25
66	66	1
5	67	0.5
60	67	0.25
61	67	0.25
62	67	0.25
63	67	0.25
64	67	0.25
65	67	0.25
66	67	0.5
67	67	1
5	68	0.5
60	68	0.25
61	68	0.25
62	68	0.25
63	68	0.25
64	68	0.25
65	68	0.25
66	68	0.25
67	68	0.25
68	68	1
5	69	0.5
60	69	0.25
61	69	0.25
62	69	0.25
63	69	0.25
64	69	0.25
65	69	0.25
66	69	0.25
67	69	0.25
68	69	0.5
69	69	1
6	70	0.5
70	70	1
6	71	0.5
70	71	0.5
71	71	1
6	72	0.5
70	72	0.25
71	72	0.25
72	72	1
6	73	0.5
70	73	0.25
71	73	0.25
72	73	0.5
73	73	1
6	74	0.5
70	74	0.25
71	74	0.25
72	74	0.25
73	74	0.25
74	74	1
6	75	0.5
70	75	0.25
71	75	0.25
72	75	0.25
73	75	0.25
74	75	0.5
75	75	1
6	76	0.5
70	76	0.25
71	76	0.25
72	76	0.25
73	76	0.25
74	76	0.25
75	76	0.25
76	76	1
6	77	0.5
70	77	0.25
71	77	0.25
72	77	0.25
73	77	0.25
74	77	0.25
75	77	0.25
76	77	0.5
77	77	1
6	78	0.5
70	78	0.25
71	78	0.25
72	78	0.25
73	78	0.25
74	78	0.25
75	78	0.25
76	78	0.25
77	78	0.25
78	78	1
6	79	0.5
70	79	0.25
71	79	0.25
72	79	0.25
73	79	0.25
74	79	0.25
75	79	0.25
76	79	0.25
77	79	0.25
78	79	0.5
79	79	1
7	80	0.5
80	80	1
7	81	0.5
80	81	0.5
81	81	1
7	82	0.5
80	82	0.25
81	82	0.25
82	82	1
7	83	0.5
80	83	0.25
81	83	0.25
82	83	0.5
83	83	1
7	84	0.5
80	84	0.25
81	84	0.25
82	84	0.25
83	84	0.25
84	84	1
7	85	0.5
80	85	0.25
81	85	0.25
82	85	0.25
83	85	0.25
84	85	0.5
85	85	1
7	86	0.5
80	86	0.25
81	86	0.25
82	86	0.25
83	86	0.25
84	86	0.25
85	86	0.25
86	86	1
7	87	0.5
80	87	0.25
81	87	0.25
82	87	0.25
83	87	0.25
84	87	0.25
85	87	0.25
86	87	0.5
87	87	1
7	88	0.5
80	88	0.25
81	88	0.25
82	88	0.25
83	88	0.25
84	88	0.25
85	88	0.25
86	88	0.25
87	88	0.25
88	88	1
7	89	0.5
80	89	0.25
81	89	0.25
82	89	0.25
83	89	0.25
84	89	0.25
85	89	0.25
86	89	0.25
87	89	0.25
88	89	0.5
89	89	1
8	90	0.5
90	90	1
8	91	0.5
90	91	0.5
91	91	1
8	92	0.5
90	92	0.25
91	92	0.25
92	92	1
8	93	0.5
90	93	0.25
91	93	0.25
92	93	0.5
93	93	1
8	94	0.5
90	94	0.25
91	94	0.25
92	94	0.25
93	94	0.25
94	94	1
8	95	0.5
90	95	0.25
91	95	0.25
92	95	0.25
93	95	0.25
94	95	0.5
95	95	1
8	96	0.5
90	96	0.25
91	96	0.25
92	96	0.25
93	96	0.25
94	96	0.25
95	96	0.25
96	96	1
8	97	0.5
90	97	0.25
91	97	0.25
92	97	0.25
93	97	0.25
94	97	0.25
95	97	0.25
96	97	0.5
97	97	1
8	98	0.5
90	98	0.25
91	98	0.25
92	98	0.25
93	98	0.25
94	98	0.25
95	98	0.25
96	98	0.25
97	98	0.25
98	98	1
8	99	0.5
90	99	0.25
91	99	0.25
92	99	0.25
93	99	0.25
94	99	0.25
95	99	0.25
96	99	0.25
97	99	0.25
98	99	0.5
99	99	1
9	100	0.5
100	100	1
9	101	0.5
100	101	0.5
101	101	1
9	102	0.5
100	102	0.25
101	102	0.25
102	102	1
9	103	0.5
100	103	0.25
101	103	0.25
102	103	0.5
103	103	1
9	104	0.5
100	104	0.25
101	104	0.25
102	104	0.25
103	104	0.25
104	104	1
9	105	0.5
100	105	0.25
101	105	0.25
102	105	0.25
103	105	0.25
104	105	0.5
105	105	1
9	106	0.5
100	106	0.25
101	106	0.25
102	106	0.25
103	106	0.25
104	106	0.25
105	106	0.25
106	106	1
9	107	0.5
100	107	0.25
101	107	0.25
102	107	0.25
103	107	0.25
104	107	0.25
105	107	0.25
106	107	0.5
107	107	1
9	108	0.5
100	108	0.25
101	108	0.25
102	108	0.25
103	108	0.25
104	108	0.25
105	108	0.25
106	108	0.25
107	108	0.25
108	108	1
9	109	0.5
100	109	0.25
101	109	0.25
102	109	0.25
103	109	0.25
104	109	0.25
105	109	0.25
106	109	0.25
107	109	0.25
108	109	0.5
109	109	1